Region PSGC Number,PSGC Code of Region,Name of Region,Province PSGC Number,PSGC Code of Province,Name of Province,Municipality/City PSGC Number,PSGC Code of Municipality,Name of Municipality,Barangay PSGC Number,PSGC Code of Barangay,Name of Barangay
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,001,150702001,Arco
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,002,150702002,Ba-as
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,004,150702004,Baimbing
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,005,150702005,Balagtasan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,006,150702006,Balas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,007,150702007,Balobo
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,008,150702008,Bato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,010,150702010,Boheyakan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,011,150702011,Buahan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,012,150702012,Boheibu
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,013,150702013,Bohesapa
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,014,150702014,Bulingan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,016,150702016,Cabobo
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,018,150702018,Campo Uno
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,020,150702020,Colonia
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,024,150702024,Calugusan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,025,150702025,Kulay Bato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,028,150702028,Limo-ok
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,032,150702032,Lo-ok
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,034,150702034,Lumuton
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,035,150702035,Luksumbang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,036,150702036,Malo-ong Canal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,037,150702037,Malo-ong San Jose
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,039,150702039,Parangbasak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,045,150702045,Santa Clara
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,047,150702047,Tandong Ahas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,049,150702049,Tumakid
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,050,150702050,Ubit
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,054,150702054,Bohebessey
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,055,150702055,Baungos
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,056,150702056,Danit-Puntocan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,057,150702057,Sabong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,058,150702058,Sengal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,059,150702059,Ulame
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,060,150702060,Bohenange
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,061,150702061,Boheyawas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,062,150702062,Bulanting
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,063,150702063,Lebbuh
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,064,150702064,Maganda
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,065,150702065,Malakas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,066,150702066,Maligaya
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,067,150702067,Malinis (Pob.)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,068,150702068,Matatag
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,069,150702069,Matibay
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),02,150702000,CITY OF LAMITAN,070,150702070,Simbangon
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,001,150703001,Atong-atong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,003,150703003,Baungis
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,004,150703004,Bulanza
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,007,150703007,Lantawan Proper (Pob.)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,008,150703008,Lower Manggas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,011,150703011,Matarling
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,012,150703012,Matikang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,016,150703016,Tairan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,017,150703017,Upper Manggas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,018,150703018,Bagbagon
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,019,150703019,Bulan-bulan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,021,150703021,Suba-an (Pangasahan)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,024,150703024,Lower Bañas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,025,150703025,Upper Bañas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,026,150703026,Calugusan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,027,150703027,Canibungan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,029,150703029,Landugan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,030,150703030,Lawila
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,031,150703031,Lawi-lawi
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,033,150703033,Pamucalin
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,034,150703034,Switch Yakal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,035,150703035,Paniongan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,036,150703036,Luuk-Maluha
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,037,150703037,Calayan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),03,150703000,LANTAWAN,038,150703038,Parian-Baunoh
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,001,150704001,Abong-Abong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,002,150704002,Batungal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,003,150704003,Calang Canas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,004,150704004,Guanan North (Zone I)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,005,150704005,Guanan South (Zone II)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,006,150704006,Limbubong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,007,150704007,Mahayahay Lower (Zone I)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,008,150704008,Muslim Area
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,009,150704009,Port Holland Zone I Pob. (Upper)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,010,150704010,Port Holland Zone II Pob. (Shipyard Main)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,011,150704011,Port Holland Zone III Pob. (Samal Vil)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,012,150704012,Port Holland Zone IV (Lower)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,013,150704013,Townsite (Pob.)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,015,150704015,Taberlongan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,016,150704016,Fuente Maluso
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,017,150704017,Tamuk
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,018,150704018,Tubigan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,019,150704019,Mahayahay Upper (Zone II)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,020,150704020,Port Holland Zone V (Shipyard Tabuk)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),04,150704000,MALUSO,021,150704021,Upper Garlayan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,001,150705001,Bacung
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,002,150705002,Benembengan Lower
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,006,150705006,Buli-buli
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,007,150705007,Cabcaban
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,010,150705010,Guiong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,013,150705013,Manaul
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,014,150705014,Mangal (Pob.)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,019,150705019,Sumisip Central
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,022,150705022,Tumahubong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,024,150705024,Libug
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,025,150705025,Tongsengal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,027,150705027,Baiwas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,028,150705028,Basak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,029,150705029,Cabengbeng Lower
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,030,150705030,Cabengbeng Upper
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,031,150705031,Luuk-Bait
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,032,150705032,Mahatalang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,035,150705035,Benembengan Upper
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,036,150705036,Bohe-languyan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,039,150705039,Ettub-ettub
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,041,150705041,Kaum-Air
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,042,150705042,Limbocandis
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,043,150705043,Lukketon
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,044,150705044,Marang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,045,150705045,Mebak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,047,150705047,Sahaya Bohe Bato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,048,150705048,Sapah Bulak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,050,150705050,Tikus
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),05,150705000,SUMISIP,051,150705051,Kaumpamatsakem
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,002,150706002,Badja
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,003,150706003,Bohebaca
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,004,150706004,Bohelebung
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,011,150706011,Lagayas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,012,150706012,Limbo-Upas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,016,150706016,Tipo-tipo Proper (Pob.)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,017,150706017,Baguindan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,018,150706018,Banah
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,019,150706019,Bohe-Tambak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,030,150706030,Silangkum
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),06,150706000,TIPO-TIPO,038,150706038,Bangcuang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,005,150707005,Lahi-lahi
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,010,150707010,Sinulatan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,016,150707016,Bohetambis
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,021,150707021,Duga-a
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,025,150707025,Mahawid
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,028,150707028,Lower Sinangkapan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,033,150707033,Tablas Usew
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,034,150707034,Calut
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,040,150707040,Katipunan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),07,150707000,TUBURAN,041,150707041,Lower Tablas
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,001,150708001,Caddayan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,002,150708002,Linongan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,003,150708003,Lower Bato-bato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,004,150708004,Mangalut
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,005,150708005,Manguso
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,006,150708006,Paguengan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,007,150708007,Semut
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,008,150708008,Upper Bato-bato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),08,150708000,AKBAR,009,150708009,Upper Sinangkapan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,001,150709001,Apil-apil
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,002,150709002,Bato-bato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,003,150709003,Bohe-Piang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,004,150709004,Bucalao
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,005,150709005,Cambug
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,006,150709006,Danapah
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,007,150709007,Guinanta
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,008,150709008,Kailih
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,009,150709009,Kinukutan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,010,150709010,Kuhon
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,011,150709011,Kuhon Lennuh
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,012,150709012,Linuan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,013,150709013,Lookbisaya (Kaulungan Island)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,014,150709014,Macalang
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,015,150709015,Magcawa
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),09,150709000,AL-BARKA,016,150709016,Sangkahan (Kaulungan Island)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,001,150710001,Basakan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,002,150710002,Buton
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,003,150710003,Candiis
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,004,150710004,Langil
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,005,150710005,Langong
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,006,150710006,Languyan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,007,150710007,Pintasan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,008,150710008,Seronggon
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,009,150710009,Sibago
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,010,150710010,Sulutan Matangal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),10,150710000,HADJI MOHAMMAD AJUL,011,150710011,Tuburan Proper (Pob.)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,001,150711001,Amaloy
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,002,150711002,Bohe-Pahuh
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,003,150711003,Bohe-Suyak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,004,150711004,Cabangalan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,005,150711005,Danit
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,006,150711006,Kamamburingan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,007,150711007,Matata
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,008,150711008,Materling
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,009,150711009,Pipil
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,010,150711010,Sungkayut
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,011,150711011,Tongbato
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),11,150711000,UNGKAYA PUKAN,012,150711012,Ulitan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,001,150712001,Baluk-baluk
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,002,150712002,Dasalan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,003,150712003,Lubukan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,004,150712004,Luukbongsod
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,005,150712005,Mananggal
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,006,150712006,Palahangan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,007,150712007,Panducan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,008,150712008,Sangbay Big
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,009,150712009,Sangbay Small
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),12,150712000,HADJI MUHTAMAD,010,150712010,Tausan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,001,150713001,Babag (Babuan Island)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,002,150713002,Balanting
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,003,150713003,Boloh-boloh
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,004,150713004,Bukut-Umus
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,005,150713005,Kaumpurnah
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,006,150713006,Lanawan
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,007,150713007,Pisak-pisak
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,008,150713008,Saluping
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,009,150713009,Suligan (Babuan Island)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,010,150713010,Sulloh (Tapiantana)
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,011,150713011,Tambulig Buton
15,150000000,ARMM,07,150700000,BASILAN (excluding Isabela City),13,150713000,TABUAN-LASA,012,150713012,Tong-Umus
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),001,153601001,Ampao
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),002,153601002,Bagoaingud
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),004,153601004,Balut
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),005,153601005,Barua
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),006,153601006,Buadiawani
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),007,153601007,Bubong
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),008,153601008,Dilabayan
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),009,153601009,Dipatuan
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),010,153601010,Daramoyod
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),011,153601011,Gandamato
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),012,153601012,Gurain
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),013,153601013,Ilian
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),014,153601014,Lama
15,150000000,ARMM,36,153600000,LANAO DEL SUR,01,153601000,BACOLOD-KALAWI (BACOLOD GRANDE),015,153601015,Liawao
